   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
     601  1.16496978E-02  1.60762067E-04  4.44394562E-08  4.26834134E-01  2.06647294E-03  2.25927572E-01 -2.04091135E-01 -2.01787515E-01  0.00000000E+00
     611  1.16311267E-02  1.60701247E-04  4.46451960E-08  4.23744631E-01  2.09712596E-03  2.25026358E-01 -2.04047243E-01 -2.01736015E-01  0.00000000E+00
     621  1.16495023E-02  1.60694081E-04  4.42598606E-08  4.28667370E-01  2.06123937E-03  2.27955569E-01 -2.04050493E-01 -2.01739782E-01  0.00000000E+00
     631  1.15966505E-02  1.59670573E-04  4.38674059E-08  4.26450466E-01  2.07816078E-03  2.29889175E-01 -2.04051941E-01 -2.01751350E-01  0.00000000E+00
     641  1.15769626E-02  1.59188293E-04  4.36810285E-08  4.25421528E-01  2.07601221E-03  2.26151670E-01 -2.04021781E-01 -2.01726182E-01  0.00000000E+00
     651  1.16040332E-02  1.60358392E-04  4.45708651E-08  4.22241397E-01  2.12077747E-03  2.33566408E-01 -2.04019740E-01 -2.01728260E-01  0.00000000E+00
     661  1.16006028E-02  1.60872610E-04  4.55351701E-08  4.13508809E-01  2.16977058E-03  2.27831565E-01 -2.04042405E-01 -2.01752087E-01  0.00000000E+00
     671  1.16066935E-02  1.60722833E-04  4.51480705E-08  4.17410328E-01  2.14575120E-03  2.27775717E-01 -2.04027908E-01 -2.01733021E-01  0.00000000E+00
     681  1.16147429E-02  1.60829239E-04  4.51810613E-08  4.17755813E-01  2.13910847E-03  2.25730713E-01 -2.03973703E-01 -2.01683985E-01  0.00000000E+00
     691  1.16345076E-02  1.61332746E-04  4.52734539E-08  4.20201191E-01  2.14273811E-03  2.28320252E-01 -2.03894137E-01 -2.01605528E-01  0.00000000E+00
     701  1.16687017E-02  1.61740588E-04  4.50583167E-08  4.25862816E-01  2.11064447E-03  2.25540487E-01 -2.03884644E-01 -2.01592265E-01  0.00000000E+00
     711  1.16760435E-02  1.62023012E-04  4.49625593E-08  4.29078546E-01  2.11980519E-03  2.24474949E-01 -2.03900323E-01 -2.01609680E-01  0.00000000E+00
