   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  1.80449563E-02  3.25620449E-04  1.06028677E-07  6.66666667E-01  2.36498112E-20 -9.16911055E-14 -1.63195172E+00 -1.60875978E+00  0.00000000E+00
    1591  4.47395606E-02  2.36422238E-03  9.46516159E-06  4.35543954E-01  2.33717666E-03  4.31194987E-01 -1.82646883E+00 -1.80435247E+00  0.00000000E+00
    1601  4.47192103E-02  2.35952926E-03  9.40716474E-06  4.36768728E-01  2.31866070E-03  4.30927989E-01 -1.82633594E+00 -1.80423219E+00  0.00000000E+00
    1611  4.47401052E-02  2.36490666E-03  9.47197728E-06  4.35464335E-01  2.34127325E-03  4.31678700E-01 -1.82657289E+00 -1.80446830E+00  0.00000000E+00
    1621  4.47965953E-02  2.36734995E-03  9.45080717E-06  4.37888174E-01  2.32442005E-03  4.27921894E-01 -1.82661305E+00 -1.80451075E+00  0.00000000E+00
    1631  4.46636469E-02  2.35457458E-03  9.36454641E-06  4.36958261E-01  2.31873631E-03  4.28883574E-01 -1.82656056E+00 -1.80445417E+00  0.00000000E+00
    1641  4.48866258E-02  2.37756218E-03  9.52903085E-06  4.38093945E-01  2.33820090E-03  4.32368849E-01 -1.82625247E+00 -1.80414863E+00  0.00000000E+00
    1651  4.49426770E-02  2.38418007E-03  9.57474048E-06  4.38528584E-01  2.34840350E-03  4.28835943E-01 -1.82640126E+00 -1.80428727E+00  0.00000000E+00
    1661  4.50415604E-02  2.39278503E-03  9.61427026E-06  4.40258243E-01  2.34651504E-03  4.31881491E-01 -1.82643280E+00 -1.80431535E+00  0.00000000E+00
    1671  4.49010771E-02  2.38200097E-03  9.54967859E-06  4.38973170E-01  2.35844850E-03  4.32031866E-01 -1.82619865E+00 -1.80409017E+00  0.00000000E+00
    1681  4.49124281E-02  2.38385452E-03  9.54791552E-06  4.39948689E-01  2.36382466E-03  4.29841319E-01 -1.82627414E+00 -1.80417249E+00  0.00000000E+00
    1691  4.50929722E-02  2.40523418E-03  9.75746025E-06  4.37787105E-01  2.39688936E-03  4.30299820E-01 -1.82604182E+00 -1.80393827E+00  0.00000000E+00
    1701  4.50411038E-02  2.40135875E-03  9.72365964E-06  4.37924831E-01  2.40204391E-03  4.28431549E-01 -1.82595318E+00 -1.80386938E+00  0.00000000E+00
    1711  4.49111785E-02  2.38885979E-03  9.64182917E-06  4.36807506E-01  2.39681069E-03  4.26928758E-01 -1.82588563E+00 -1.80380228E+00  0.00000000E+00
    1721  4.47781655E-02  2.37524509E-03  9.55209884E-06  4.35634189E-01  2.38595062E-03  4.29608074E-01 -1.82576495E+00 -1.80369213E+00  0.00000000E+00
    1731  4.47499850E-02  2.36993634E-03  9.49547524E-06  4.36463447E-01  2.36799414E-03  4.31231024E-01 -1.82600221E+00 -1.80393798E+00  0.00000000E+00
    1741  4.46519754E-02  2.35959409E-03  9.41944598E-06  4.36064406E-01  2.35780992E-03  4.33684631E-01 -1.82615029E+00 -1.80409211E+00  0.00000000E+00
    1751  4.46425726E-02  2.35839989E-03  9.40346595E-06  4.36450837E-01  2.35552445E-03  4.36780457E-01 -1.82627476E+00 -1.80421277E+00  0.00000000E+00
    1761  4.45689307E-02  2.35106741E-03  9.35067811E-06  4.36113512E-01  2.35060785E-03  4.36940326E-01 -1.82627674E+00 -1.80419489E+00  0.00000000E+00
    1771  4.43661106E-02  2.33460667E-03  9.26024551E-06  4.33664480E-01  2.36077320E-03  4.36969553E-01 -1.82620419E+00 -1.80411296E+00  0.00000000E+00
    1781  4.42829506E-02  2.32477621E-03  9.18600907E-06  4.33443393E-01  2.34492702E-03  4.33477863E-01 -1.82615217E+00 -1.80405433E+00  0.00000000E+00
    1791  4.42676369E-02  2.32405975E-03  9.19077742E-06  4.32799748E-01  2.34904954E-03  4.36163029E-01 -1.82614506E+00 -1.80404858E+00  0.00000000E+00
    1801  4.43112640E-02  2.32782782E-03  9.20948704E-06  4.33483612E-01  2.34842839E-03  4.32125091E-01 -1.82625545E+00 -1.80416560E+00  0.00000000E+00
    1811  4.43844875E-02  2.33361672E-03  9.22763724E-06  4.35179821E-01  2.34387949E-03  4.31343248E-01 -1.82635029E+00 -1.80425857E+00  0.00000000E+00
    1821  4.44089485E-02  2.33515590E-03  9.22667567E-06  4.35982941E-01  2.33980069E-03  4.30268918E-01 -1.82628080E+00 -1.80418851E+00  0.00000000E+00
    1831  4.45112604E-02  2.34852990E-03  9.39448654E-06  4.32246780E-01  2.36736518E-03  4.32770194E-01 -1.82639907E+00 -1.80430722E+00  0.00000000E+00
    1841  4.46025218E-02  2.35838681E-03  9.45512517E-06  4.33348618E-01  2.37847926E-03  4.35441572E-01 -1.82655859E+00 -1.80446519E+00  0.00000000E+00
    1851  4.45927742E-02  2.35624597E-03  9.42485053E-06  4.34136129E-01  2.37028424E-03  4.36779625E-01 -1.82650115E+00 -1.80441263E+00  0.00000000E+00
    1861  4.47198169E-02  2.36999224E-03  9.54161272E-06  4.33751997E-01  2.38575234E-03  4.36604653E-01 -1.82672482E+00 -1.80464471E+00  0.00000000E+00
    1871  4.46067657E-02  2.35909418E-03  9.46820717E-06  4.32904843E-01  2.38059848E-03  4.37550557E-01 -1.82670194E+00 -1.80461002E+00  0.00000000E+00
    1881  4.45688629E-02  2.35309668E-03  9.41045938E-06  4.33486810E-01  2.36372688E-03  4.37656687E-01 -1.82673747E+00 -1.80465787E+00  0.00000000E+00
    1891  4.44804624E-02  2.34419914E-03  9.34578113E-06  4.33101447E-01  2.35711651E-03  4.34495692E-01 -1.82667836E+00 -1.80459696E+00  0.00000000E+00
    1901  4.46137144E-02  2.35682627E-03  9.41559048E-06  4.34970445E-01  2.36198408E-03  4.32490776E-01 -1.82656020E+00 -1.80448476E+00  0.00000000E+00
    1911  4.46073448E-02  2.35709516E-03  9.41560800E-06  4.35098299E-01  2.36738031E-03  4.33324070E-01 -1.82669537E+00 -1.80462055E+00  0.00000000E+00
    1921  4.45612346E-02  2.35214943E-03  9.37064280E-06  4.35429333E-01  2.36200368E-03  4.33361881E-01 -1.82681616E+00 -1.80474224E+00  0.00000000E+00
    1931  4.46623919E-02  2.36233192E-03  9.43411237E-06  4.36494767E-01  2.36946048E-03  4.33500987E-01 -1.82703351E+00 -1.80496029E+00  0.00000000E+00
    1941  4.46099820E-02  2.35606149E-03  9.38447772E-06  4.36471856E-01  2.35920105E-03  4.31300879E-01 -1.82716921E+00 -1.80508965E+00  0.00000000E+00
    1951  4.45321734E-02  2.34750571E-03  9.31939781E-06  4.36293191E-01  2.34876058E-03  4.31374774E-01 -1.82702135E+00 -1.80493856E+00  0.00000000E+00
    1961  4.46345940E-02  2.35709691E-03  9.37112484E-06  4.37767959E-01  2.35171714E-03  4.32587702E-01 -1.82682260E+00 -1.80472833E+00  0.00000000E+00
    1971  4.46802953E-02  2.36087344E-03  9.37452764E-06  4.39361749E-01  2.34974943E-03  4.33240885E-01 -1.82656806E+00 -1.80448642E+00  0.00000000E+00
    1981  4.47140978E-02  2.36286439E-03  9.36668517E-06  4.40774362E-01  2.34310514E-03  4.33314883E-01 -1.82667869E+00 -1.80458184E+00  0.00000000E+00
    1991  4.48050792E-02  2.37077032E-03  9.41207486E-06  4.41806013E-01  2.34156690E-03  4.33674431E-01 -1.82664290E+00 -1.80453702E+00  0.00000000E+00
    2001  4.47106290E-02  2.36310547E-03  9.36334366E-06  4.41087916E-01  2.34665846E-03  4.33927111E-01 -1.82654627E+00 -1.80446011E+00  0.00000000E+00
    2011  4.47877218E-02  2.36954550E-03  9.39001487E-06  4.42538446E-01  2.34369572E-03  4.35462255E-01 -1.82641842E+00 -1.80433295E+00  0.00000000E+00
    2021  4.47985682E-02  2.37030252E-03  9.39107500E-06  4.42831575E-01  2.34231208E-03  4.33840914E-01 -1.82645476E+00 -1.80436095E+00  0.00000000E+00
    2031  4.49334930E-02  2.38550481E-03  9.51579583E-06  4.42604744E-01  2.36226284E-03  4.34102463E-01 -1.82637815E+00 -1.80428918E+00  0.00000000E+00
    2041  4.47500503E-02  2.37089151E-03  9.43839029E-06  4.40302569E-01  2.37411325E-03  4.40374016E-01 -1.82639114E+00 -1.80429782E+00  0.00000000E+00
    2051  4.47745661E-02  2.37409906E-03  9.46211278E-06  4.40410970E-01  2.38064136E-03  4.37444812E-01 -1.82641849E+00 -1.80430692E+00  0.00000000E+00
    2061  4.48800738E-02  2.38313333E-03  9.50833821E-06  4.41932558E-01  2.37790202E-03  4.35686760E-01 -1.82651511E+00 -1.80441210E+00  0.00000000E+00
    2071  4.48607418E-02  2.37958892E-03  9.46802754E-06  4.42641818E-01  2.36623823E-03  4.35353875E-01 -1.82646737E+00 -1.80436183E+00  0.00000000E+00
    2081  4.48401051E-02  2.37916503E-03  9.47896902E-06  4.41798866E-01  2.37543780E-03  4.34829582E-01 -1.82645019E+00 -1.80435315E+00  0.00000000E+00
    2091  4.48251431E-02  2.37867595E-03  9.48586731E-06  4.41162905E-01  2.38093276E-03  4.35136243E-01 -1.82661664E+00 -1.80452917E+00  0.00000000E+00
    2101  4.48956001E-02  2.38348565E-03  9.49121661E-06  4.43102141E-01  2.37118838E-03  4.36388023E-01 -1.82676967E+00 -1.80468524E+00  0.00000000E+00
    2111  4.48609064E-02  2.38170313E-03  9.48732709E-06  4.42496801E-01  2.37977067E-03  4.36705926E-01 -1.82665884E+00 -1.80457017E+00  0.00000000E+00
    2121  4.48052274E-02  2.37643147E-03  9.44819100E-06  4.42330594E-01  2.37797143E-03  4.33622731E-01 -1.82658537E+00 -1.80449496E+00  0.00000000E+00
    2131  4.49168559E-02  2.38876901E-03  9.53862730E-06  4.42793323E-01  2.39293837E-03  4.34546188E-01 -1.82672540E+00 -1.80462314E+00  0.00000000E+00
    2141  4.49064765E-02  2.38582290E-03  9.50337068E-06  4.43480982E-01  2.37995794E-03  4.37383886E-01 -1.82665495E+00 -1.80457159E+00  0.00000000E+00
    2151  4.49358605E-02  2.38791902E-03  9.51231378E-06  4.43934791E-01  2.37645275E-03  4.37842918E-01 -1.82660860E+00 -1.80453903E+00  0.00000000E+00
    2161  4.48360374E-02  2.37918098E-03  9.46052043E-06  4.42892745E-01  2.37789191E-03  4.37273369E-01 -1.82664391E+00 -1.80457828E+00  0.00000000E+00
    2171  4.48593111E-02  2.37984167E-03  9.44507690E-06  4.44110957E-01  2.36869479E-03  4.35779296E-01 -1.82675745E+00 -1.80469878E+00  0.00000000E+00
    2181  4.47824838E-02  2.37289689E-03  9.40667040E-06  4.43126004E-01  2.36832195E-03  4.37680921E-01 -1.82662677E+00 -1.80457860E+00  0.00000000E+00
    2191  4.47930469E-02  2.37295586E-03  9.38691884E-06  4.44322915E-01  2.36260316E-03  4.39867822E-01 -1.82688182E+00 -1.80483453E+00  0.00000000E+00
    2201  4.47548741E-02  2.36857709E-03  9.34453442E-06  4.44784777E-01  2.35641217E-03  4.38121144E-01 -1.82684531E+00 -1.80479644E+00  0.00000000E+00
    2211  4.47025749E-02  2.36298755E-03  9.30411950E-06  4.44567668E-01  2.35054025E-03  4.39326406E-01 -1.82674750E+00 -1.80470206E+00  0.00000000E+00
    2221  4.48249994E-02  2.37988328E-03  9.50894050E-06  4.40371839E-01  2.38879786E-03  4.37743062E-01 -1.82668939E+00 -1.80462763E+00  0.00000000E+00
    2231  4.48623222E-02  2.38318744E-03  9.53533758E-06  4.40373315E-01  2.38851930E-03  4.35622544E-01 -1.82660785E+00 -1.80453839E+00  0.00000000E+00
    2241  4.48702347E-02  2.38285977E-03  9.52153603E-06  4.41029624E-01  2.38183067E-03  4.33845701E-01 -1.82655778E+00 -1.80449553E+00  0.00000000E+00
    2251  4.48980369E-02  2.38366858E-03  9.50415615E-06  4.42428505E-01  2.37095716E-03  4.33070365E-01 -1.82648246E+00 -1.80440327E+00  0.00000000E+00
    2261  4.48895733E-02  2.38348696E-03  9.50039901E-06  4.42563979E-01  2.37468474E-03  4.34160157E-01 -1.82672263E+00 -1.80463142E+00  0.00000000E+00
    2271  4.48271287E-02  2.37678578E-03  9.44871727E-06  4.42465793E-01  2.36760183E-03  4.35328613E-01 -1.82661557E+00 -1.80452044E+00  0.00000000E+00
    2281  4.48306188E-02  2.37880410E-03  9.46794069E-06  4.42279102E-01  2.37859438E-03  4.38211505E-01 -1.82680911E+00 -1.80472060E+00  0.00000000E+00
    2291  4.48370119E-02  2.37946432E-03  9.47201183E-06  4.42348875E-01  2.37915494E-03  4.37086655E-01 -1.82689889E+00 -1.80481822E+00  0.00000000E+00
    2301  4.48498107E-02  2.37884849E-03  9.44597710E-06  4.43593661E-01  2.36778654E-03  4.37891964E-01 -1.82697528E+00 -1.80489284E+00  0.00000000E+00
    2311  4.48600984E-02  2.38168212E-03  9.48534005E-06  4.42603729E-01  2.38010246E-03  4.40865778E-01 -1.82701855E+00 -1.80493440E+00  0.00000000E+00
    2321  4.48172225E-02  2.37631584E-03  9.44046850E-06  4.42732176E-01  2.37029671E-03  4.41046500E-01 -1.82703934E+00 -1.80494068E+00  0.00000000E+00
    2331  4.47421981E-02  2.36934893E-03  9.39317974E-06  4.42258025E-01  2.36869973E-03  4.41226763E-01 -1.82710804E+00 -1.80499281E+00  0.00000000E+00
    2341  4.47808866E-02  2.37303428E-03  9.42174176E-06  4.42298364E-01  2.37012958E-03  4.45441415E-01 -1.82713221E+00 -1.80501292E+00  0.00000000E+00
    2351  4.47814477E-02  2.37554049E-03  9.46667507E-06  4.40820370E-01  2.38595999E-03  4.45204652E-01 -1.82701014E+00 -1.80488485E+00  0.00000000E+00
    2361  4.48151233E-02  2.37721193E-03  9.46217163E-06  4.41872058E-01  2.37728548E-03  4.42606412E-01 -1.82695828E+00 -1.80482873E+00  0.00000000E+00
    2371  4.47983708E-02  2.37559747E-03  9.44646963E-06  4.42040635E-01  2.37655572E-03  4.43502546E-01 -1.82712134E+00 -1.80499530E+00  0.00000000E+00
    2381  4.47258456E-02  2.36748981E-03  9.38952130E-06  4.41599294E-01  2.36614662E-03  4.41911376E-01 -1.82720700E+00 -1.80508291E+00  0.00000000E+00
    2391  4.47072931E-02  2.36532504E-03  9.36794116E-06  4.41862453E-01  2.36288790E-03  4.39403914E-01 -1.82717639E+00 -1.80504949E+00  0.00000000E+00
    2401  4.47237447E-02  2.36537422E-03  9.35466362E-06  4.42676695E-01  2.35372137E-03  4.42382312E-01 -1.82740666E+00 -1.80527846E+00  0.00000000E+00
    2411  4.48675307E-02  2.37974764E-03  9.45155033E-06  4.43686002E-01  2.36333486E-03  4.42847495E-01 -1.82744081E+00 -1.80532451E+00  0.00000000E+00
    2421  4.48432227E-02  2.37844395E-03  9.45784762E-06  4.42704912E-01  2.36898777E-03  4.47346944E-01 -1.82760321E+00 -1.80548588E+00  0.00000000E+00
    2431  4.48344362E-02  2.37791243E-03  9.45974237E-06  4.42344049E-01  2.37064060E-03  4.48574422E-01 -1.82742751E+00 -1.80529966E+00  0.00000000E+00
    2441  4.48303572E-02  2.37638036E-03  9.43592559E-06  4.43030587E-01  2.36312280E-03  4.49266288E-01 -1.82724518E+00 -1.80511589E+00  0.00000000E+00
    2451  4.48761895E-02  2.37951355E-03  9.44139579E-06  4.44174348E-01  2.35681721E-03  4.53300269E-01 -1.82723075E+00 -1.80510665E+00  0.00000000E+00
    2461  4.48992473E-02  2.38159101E-03  9.45201710E-06  4.44519422E-01  2.35686513E-03  4.56916813E-01 -1.82750860E+00 -1.80538680E+00  0.00000000E+00
    2471  4.48420929E-02  2.37753027E-03  9.44031809E-06  4.43310200E-01  2.36375153E-03  4.57350377E-01 -1.82735153E+00 -1.80523124E+00  0.00000000E+00
    2481  4.48547146E-02  2.38159598E-03  9.51792485E-06  4.40648456E-01  2.38266054E-03  4.58383474E-01 -1.82723584E+00 -1.80511685E+00  0.00000000E+00
    2491  4.49172877E-02  2.38638139E-03  9.52800759E-06  4.42299373E-01  2.37729840E-03  4.57366668E-01 -1.82709214E+00 -1.80497454E+00  0.00000000E+00
    2501  4.48434989E-02  2.38092491E-03  9.50327765E-06  4.41194380E-01  2.38481965E-03  4.55249862E-01 -1.82707880E+00 -1.80497281E+00  0.00000000E+00
    2511  4.47398534E-02  2.37148800E-03  9.44989666E-06  4.39902103E-01  2.38383987E-03  4.57253415E-01 -1.82700934E+00 -1.80490522E+00  0.00000000E+00
    2521  4.47563511E-02  2.37424458E-03  9.46981170E-06  4.40024305E-01  2.39209108E-03  4.56868869E-01 -1.82700767E+00 -1.80490297E+00  0.00000000E+00
    2531  4.47237302E-02  2.37216314E-03  9.45998395E-06  4.39623340E-01  2.39748920E-03  4.55276160E-01 -1.82707196E+00 -1.80496636E+00  0.00000000E+00
    2541  4.47818766E-02  2.37733630E-03  9.48388730E-06  4.40649685E-01  2.39728766E-03  4.53787040E-01 -1.82715944E+00 -1.80504175E+00  0.00000000E+00
    2551  4.47392895E-02  2.37329317E-03  9.45179440E-06  4.40641514E-01  2.39580073E-03  4.53303087E-01 -1.82703416E+00 -1.80490804E+00  0.00000000E+00
    2561  4.47360635E-02  2.37175606E-03  9.42793019E-06  4.41330368E-01  2.38775353E-03  4.51215347E-01 -1.82702673E+00 -1.80490772E+00  0.00000000E+00
    2571  4.47130664E-02  2.36995616E-03  9.41350654E-06  4.41337464E-01  2.38941119E-03  4.51090838E-01 -1.82711796E+00 -1.80500108E+00  0.00000000E+00
    2581  4.46856797E-02  2.36824509E-03  9.40496614E-06  4.41037476E-01  2.39416335E-03  4.56458065E-01 -1.82714308E+00 -1.80502848E+00  0.00000000E+00
    2591  4.46853349E-02  2.36667794E-03  9.37879360E-06  4.41854537E-01  2.38426059E-03  4.57877357E-01 -1.82733083E+00 -1.80519711E+00  0.00000000E+00
    2601  4.46378451E-02  2.36122610E-03  9.33582601E-06  4.41843041E-01  2.37646193E-03  4.55070884E-01 -1.82733572E+00 -1.80520314E+00  0.00000000E+00
    2611  4.46432884E-02  2.36052116E-03  9.32289862E-06  4.42282966E-01  2.36878559E-03  4.55271510E-01 -1.82720961E+00 -1.80508284E+00  0.00000000E+00
    2621  4.46814915E-02  2.36429849E-03  9.34630363E-06  4.42667948E-01  2.37113726E-03  4.58159532E-01 -1.82713518E+00 -1.80501787E+00  0.00000000E+00
    2631  4.47063666E-02  2.36559540E-03  9.34319977E-06  4.43463762E-01  2.36516453E-03  4.61795571E-01 -1.82705886E+00 -1.80494639E+00  0.00000000E+00
    2641  4.46613063E-02  2.36031900E-03  9.30319883E-06  4.43366109E-01  2.35711079E-03  4.62365601E-01 -1.82715461E+00 -1.80504962E+00  0.00000000E+00
    2651  4.46838688E-02  2.36192336E-03  9.30645298E-06  4.43927612E-01  2.35445848E-03  4.60982778E-01 -1.82718410E+00 -1.80508140E+00  0.00000000E+00
    2661  4.45411592E-02  2.35013286E-03  9.24356105E-06  4.42129716E-01  2.36053533E-03  4.61999368E-01 -1.82702973E+00 -1.80493793E+00  0.00000000E+00
    2671  4.45631776E-02  2.35267394E-03  9.25324400E-06  4.42751030E-01  2.36426834E-03  4.59198810E-01 -1.82703421E+00 -1.80494413E+00  0.00000000E+00
    2681  4.45359520E-02  2.34933099E-03  9.22310476E-06  4.42984254E-01  2.35835648E-03  4.57640534E-01 -1.82703009E+00 -1.80494497E+00  0.00000000E+00
    2691  4.44454892E-02  2.34058358E-03  9.16861050E-06  4.42128775E-01  2.35385798E-03  4.54779564E-01 -1.82696544E+00 -1.80487206E+00  0.00000000E+00
    2701  4.45185610E-02  2.34821393E-03  9.23298405E-06  4.41856964E-01  2.36113899E-03  4.55829015E-01 -1.82710103E+00 -1.80499841E+00  0.00000000E+00
    2711  4.44900704E-02  2.34350957E-03  9.18958800E-06  4.42247761E-01  2.34716183E-03  4.56348952E-01 -1.82697001E+00 -1.80485937E+00  0.00000000E+00
    2721  4.44210216E-02  2.33621549E-03  9.14117250E-06  4.41716425E-01  2.33971782E-03  4.56107856E-01 -1.82696963E+00 -1.80486577E+00  0.00000000E+00
    2731  4.44952339E-02  2.34285364E-03  9.17556877E-06  4.42786764E-01  2.33997216E-03  4.55221032E-01 -1.82691120E+00 -1.80481775E+00  0.00000000E+00
    2741  4.44600157E-02  2.33914764E-03  9.14794180E-06  4.42702788E-01  2.33627780E-03  4.52637940E-01 -1.82695922E+00 -1.80487861E+00  0.00000000E+00
    2751  4.44267947E-02  2.33535719E-03  9.11508633E-06  4.42900330E-01  2.33087929E-03  4.54423977E-01 -1.82707722E+00 -1.80501946E+00  0.00000000E+00
    2761  4.44122519E-02  2.33272460E-03  9.08593525E-06  4.43427883E-01  2.32223800E-03  4.59416006E-01 -1.82704980E+00 -1.80498546E+00  0.00000000E+00
    2771  4.43786722E-02  2.32874485E-03  9.05312975E-06  4.43540354E-01  2.31580402E-03  4.58461482E-01 -1.82696778E+00 -1.80490019E+00  0.00000000E+00
    2781  4.44645612E-02  2.33759148E-03  9.10647729E-06  4.44489947E-01  2.32364186E-03  4.58356146E-01 -1.82693388E+00 -1.80486067E+00  0.00000000E+00
    2791  4.44705566E-02  2.33996454E-03  9.14354583E-06  4.43359450E-01  2.33550102E-03  4.58322085E-01 -1.82701340E+00 -1.80493402E+00  0.00000000E+00
    2801  4.45192312E-02  2.34362676E-03  9.15440096E-06  4.44438963E-01  2.33118679E-03  4.60098769E-01 -1.82695272E+00 -1.80487999E+00  0.00000000E+00
    2811  4.45336907E-02  2.34572233E-03  9.17330351E-06  4.44286046E-01  2.33639435E-03  4.58529772E-01 -1.82701345E+00 -1.80494991E+00  0.00000000E+00
    2821  4.45670950E-02  2.34908291E-03  9.18697354E-06  4.45049151E-01  2.33887100E-03  4.56898057E-01 -1.82692321E+00 -1.80486204E+00  0.00000000E+00
    2831  4.45321296E-02  2.34432246E-03  9.14667847E-06  4.45237035E-01  2.32826741E-03  4.55187592E-01 -1.82682874E+00 -1.80477361E+00  0.00000000E+00
    2841  4.45078528E-02  2.34155740E-03  9.12261442E-06  4.45389039E-01  2.32437768E-03  4.53842639E-01 -1.82674825E+00 -1.80469177E+00  0.00000000E+00
    2851  4.45248876E-02  2.34322878E-03  9.12687576E-06  4.45921247E-01  2.32537506E-03  4.51549654E-01 -1.82675207E+00 -1.80469128E+00  0.00000000E+00
    2861  4.44888779E-02  2.33907164E-03  9.09506730E-06  4.45887922E-01  2.31924011E-03  4.54171759E-01 -1.82689644E+00 -1.80484901E+00  0.00000000E+00
    2871  4.45647010E-02  2.34884278E-03  9.20698476E-06  4.43726626E-01  2.33869855E-03  4.56330441E-01 -1.82684998E+00 -1.80480310E+00  0.00000000E+00
    2881  4.45544589E-02  2.34896104E-03  9.21704182E-06  4.43175061E-01  2.34534424E-03  4.55879509E-01 -1.82676965E+00 -1.80472276E+00  0.00000000E+00
    2891  4.45542623E-02  2.34710793E-03  9.18890732E-06  4.43997818E-01  2.33351257E-03  4.58414482E-01 -1.82670543E+00 -1.80465541E+00  0.00000000E+00
    2901  4.46821068E-02  2.36256158E-03  9.36445417E-06  4.40764233E-01  2.35958726E-03  4.58974122E-01 -1.82681287E+00 -1.80476362E+00  0.00000000E+00
    2911  4.47414875E-02  2.36845805E-03  9.40391453E-06  4.41200481E-01  2.36336724E-03  4.58280529E-01 -1.82697535E+00 -1.80492111E+00  0.00000000E+00
    2921  4.47121530E-02  2.36424923E-03  9.36667617E-06  4.41429831E-01  2.35315241E-03  4.57797276E-01 -1.82701350E+00 -1.80495492E+00  0.00000000E+00
    2931  4.47277618E-02  2.36748667E-03  9.43419568E-06  4.38940993E-01  2.36502155E-03  4.58700125E-01 -1.82703609E+00 -1.80497460E+00  0.00000000E+00
    2941  4.47807953E-02  2.37211361E-03  9.45883150E-06  4.39668208E-01  2.36424791E-03  4.58285954E-01 -1.82694393E+00 -1.80489332E+00  0.00000000E+00
    2951  4.47898117E-02  2.37574480E-03  9.52128896E-06  4.37691154E-01  2.38244795E-03  4.56100848E-01 -1.82701912E+00 -1.80496385E+00  0.00000000E+00
    2961  4.48351209E-02  2.37897637E-03  9.52964629E-06  4.38725552E-01  2.37710270E-03  4.55366400E-01 -1.82694505E+00 -1.80489193E+00  0.00000000E+00
    2971  4.48399063E-02  2.37850353E-03  9.51422176E-06  4.39411204E-01  2.37128890E-03  4.56336717E-01 -1.82677194E+00 -1.80472395E+00  0.00000000E+00
    2981  4.48296679E-02  2.37715289E-03  9.50027971E-06  4.39596414E-01  2.36850076E-03  4.53919462E-01 -1.82675615E+00 -1.80470685E+00  0.00000000E+00
    2991  4.48258115E-02  2.37533439E-03  9.47394905E-06  4.40293597E-01  2.35900778E-03  4.54473105E-01 -1.82667121E+00 -1.80460935E+00  0.00000000E+00
    3001  4.48864382E-02  2.38091011E-03  9.51081982E-06  4.40743937E-01  2.35988928E-03  4.52574114E-01 -1.82665529E+00 -1.80458814E+00  0.00000000E+00
    3011  4.48688717E-02  2.37852763E-03  9.48829644E-06  4.40950080E-01  2.35469537E-03  4.50279931E-01 -1.82658595E+00 -1.80451654E+00  0.00000000E+00
    3021  4.49070102E-02  2.38249943E-03  9.51674242E-06  4.41142031E-01  2.35822692E-03  4.49148053E-01 -1.82655114E+00 -1.80448587E+00  0.00000000E+00
    3031  4.48740652E-02  2.37947717E-03  9.49869311E-06  4.40784091E-01  2.35781164E-03  4.48395457E-01 -1.82643764E+00 -1.80437637E+00  0.00000000E+00
    3041  4.49010779E-02  2.38245070E-03  9.51687764E-06  4.41111226E-01  2.36134686E-03  4.46644824E-01 -1.82633365E+00 -1.80426987E+00  0.00000000E+00
    3051  4.48847616E-02  2.38038906E-03  9.49586317E-06  4.41378942E-01  2.35750088E-03  4.47722525E-01 -1.82626004E+00 -1.80419757E+00  0.00000000E+00
    3061  4.48792218E-02  2.37947949E-03  9.48513590E-06  4.41583335E-01  2.35484339E-03  4.45991575E-01 -1.82633541E+00 -1.80427583E+00  0.00000000E+00
    3071  4.49088293E-02  2.38148593E-03  9.48512625E-06  4.42524456E-01  2.35064102E-03  4.44848888E-01 -1.82623779E+00 -1.80417798E+00  0.00000000E+00
    3081  4.49322052E-02  2.38179108E-03  9.46739625E-06  4.43709080E-01  2.33907123E-03  4.43846168E-01 -1.82630495E+00 -1.80424819E+00  0.00000000E+00
    3091  4.50049314E-02  2.38951615E-03  9.53027150E-06  4.43629521E-01  2.34670476E-03  4.44513380E-01 -1.82642860E+00 -1.80437003E+00  0.00000000E+00
    3101  4.50493666E-02  2.39389782E-03  9.56268000E-06  4.43779297E-01  2.34915470E-03  4.49794961E-01 -1.82652511E+00 -1.80447857E+00  0.00000000E+00
    3111  4.49833452E-02  2.38759502E-03  9.52132259E-06  4.43257090E-01  2.34684257E-03  4.49749431E-01 -1.82653997E+00 -1.80448647E+00  0.00000000E+00
    3121  4.50026147E-02  2.38988249E-03  9.54944283E-06  4.42681213E-01  2.35041016E-03  4.50904180E-01 -1.82666316E+00 -1.80460677E+00  0.00000000E+00
    3131  4.49527374E-02  2.38523605E-03  9.51574461E-06  4.42482126E-01  2.34938069E-03  4.49021178E-01 -1.82659761E+00 -1.80454765E+00  0.00000000E+00
    3141  4.49913127E-02  2.38950075E-03  9.54933087E-06  4.42509661E-01  2.35450555E-03  4.49258916E-01 -1.82655524E+00 -1.80450419E+00  0.00000000E+00
    3151  4.49572327E-02  2.38563043E-03  9.52032111E-06  4.42398403E-01  2.34931762E-03  4.50143926E-01 -1.82665108E+00 -1.80460452E+00  0.00000000E+00
    3161  4.50301182E-02  2.39332287E-03  9.56625729E-06  4.43303847E-01  2.35662488E-03  4.47553952E-01 -1.82663939E+00 -1.80460607E+00  0.00000000E+00
    3171  4.50337792E-02  2.39316693E-03  9.56205182E-06  4.43476057E-01  2.35349440E-03  4.52178307E-01 -1.82656667E+00 -1.80454497E+00  0.00000000E+00
