   #Iter             <M>           <M^2>           <M^4>      U_{Binder}            \chi        C_v(tot)             <E>       <E_{exc}>       <E_{lsf}>
       1  2.42520705E+00  5.88162924E+00  3.45935626E+01  6.66666667E-01 -4.55995242E-37  0.00000000E+00 -5.54873016E+00 -5.31073153E+00  0.00000000E+00
    1591  2.57777473E+00  6.64492265E+00  4.41549994E+01  6.66666649E-01  5.46351430E-27  0.00000000E+00 -6.17617823E+00 -5.89407329E+00  0.00000000E+00
    1601  2.57777326E+00  6.64491508E+00  4.41548986E+01  6.66666650E-01  5.40617344E-27  0.00000000E+00 -6.17617828E+00 -5.89407337E+00  0.00000000E+00
    1611  2.57777181E+00  6.64490759E+00  4.41547991E+01  6.66666650E-01  5.34976773E-27  0.00000000E+00 -6.17617833E+00 -5.89407344E+00  0.00000000E+00
    1621  2.57777038E+00  6.64490020E+00  4.41547008E+01  6.66666650E-01  5.29427567E-27  0.00000000E+00 -6.17617837E+00 -5.89407351E+00  0.00000000E+00
    1631  2.57776896E+00  6.64489289E+00  4.41546037E+01  6.66666650E-01  5.23967665E-27  0.00000000E+00 -6.17617841E+00 -5.89407359E+00  0.00000000E+00
    1641  2.57776756E+00  6.64488568E+00  4.41545078E+01  6.66666650E-01  5.18595018E-27  0.00000000E+00 -6.17617846E+00 -5.89407366E+00  0.00000000E+00
    1651  2.57776618E+00  6.64487855E+00  4.41544131E+01  6.66666651E-01  5.13307685E-27  0.00000000E+00 -6.17617850E+00 -5.89407373E+00  0.00000000E+00
    1661  2.57776481E+00  6.64487151E+00  4.41543195E+01  6.66666651E-01  5.08103701E-27  0.00000000E+00 -6.17617854E+00 -5.89407380E+00  0.00000000E+00
    1671  2.57776346E+00  6.64486455E+00  4.41542270E+01  6.66666651E-01  5.02981251E-27  0.00000000E+00 -6.17617858E+00 -5.89407387E+00  0.00000000E+00
    1681  2.57776213E+00  6.64485768E+00  4.41541357E+01  6.66666651E-01  4.97938528E-27  0.00000000E+00 -6.17617863E+00 -5.89407394E+00  0.00000000E+00
    1691  2.57776081E+00  6.64485089E+00  4.41540454E+01  6.66666651E-01  4.92973740E-27  0.00000000E+00 -6.17617867E+00 -5.89407400E+00  0.00000000E+00
    1701  2.57775951E+00  6.64484419E+00  4.41539563E+01  6.66666651E-01  4.88085215E-27  0.00000000E+00 -6.17617871E+00 -5.89407407E+00  0.00000000E+00
    1711  2.57775823E+00  6.64483756E+00  4.41538682E+01  6.66666651E-01  4.83271327E-27  0.00000000E+00 -6.17617875E+00 -5.89407414E+00  0.00000000E+00
    1721  2.57775696E+00  6.64483101E+00  4.41537811E+01  6.66666652E-01  4.78530427E-27  0.00000000E+00 -6.17617879E+00 -5.89407420E+00  0.00000000E+00
    1731  2.57775570E+00  6.64482454E+00  4.41536951E+01  6.66666652E-01  4.73860924E-27  0.00000000E+00 -6.17617883E+00 -5.89407427E+00  0.00000000E+00
    1741  2.57775446E+00  6.64481815E+00  4.41536102E+01  6.66666652E-01  4.69261352E-27  0.00000000E+00 -6.17617887E+00 -5.89407433E+00  0.00000000E+00
    1751  2.57775324E+00  6.64481183E+00  4.41535262E+01  6.66666652E-01  4.64730176E-27  0.00000000E+00 -6.17617890E+00 -5.89407439E+00  0.00000000E+00
    1761  2.57775203E+00  6.64480559E+00  4.41534432E+01  6.66666652E-01  4.60265955E-27  0.00000000E+00 -6.17617894E+00 -5.89407445E+00  0.00000000E+00
    1771  2.57775083E+00  6.64479942E+00  4.41533612E+01  6.66666652E-01  4.55867311E-27  0.00000000E+00 -6.17617898E+00 -5.89407451E+00  0.00000000E+00
    1781  2.57774965E+00  6.64479332E+00  4.41532802E+01  6.66666652E-01  4.51532878E-27  0.00000000E+00 -6.17617902E+00 -5.89407457E+00  0.00000000E+00
    1791  2.57774848E+00  6.64478730E+00  4.41532001E+01  6.66666653E-01  4.47261292E-27  0.00000000E+00 -6.17617905E+00 -5.89407463E+00  0.00000000E+00
    1801  2.57774733E+00  6.64478135E+00  4.41531210E+01  6.66666653E-01  4.43051318E-27  0.00000000E+00 -6.17617909E+00 -5.89407469E+00  0.00000000E+00
    1811  2.57774618E+00  6.64477546E+00  4.41530428E+01  6.66666653E-01  4.38901645E-27  0.00000000E+00 -6.17617913E+00 -5.89407475E+00  0.00000000E+00
    1821  2.57774506E+00  6.64476965E+00  4.41529655E+01  6.66666653E-01  4.34811088E-27  0.00000000E+00 -6.17617916E+00 -5.89407481E+00  0.00000000E+00
    1831  2.57774394E+00  6.64476391E+00  4.41528892E+01  6.66666653E-01  4.30778416E-27  0.00000000E+00 -6.17617920E+00 -5.89407487E+00  0.00000000E+00
    1841  2.57774284E+00  6.64475823E+00  4.41528137E+01  6.66666653E-01  4.26802478E-27  0.00000000E+00 -6.17617923E+00 -5.89407492E+00  0.00000000E+00
    1851  2.57774175E+00  6.64475262E+00  4.41527391E+01  6.66666653E-01  4.22882078E-27  0.00000000E+00 -6.17617927E+00 -5.89407498E+00  0.00000000E+00
    1861  2.57774068E+00  6.64474707E+00  4.41526654E+01  6.66666653E-01  4.19016185E-27  0.00000000E+00 -6.17617930E+00 -5.89407503E+00  0.00000000E+00
    1871  2.57773961E+00  6.64474159E+00  4.41525925E+01  6.66666654E-01  4.15203727E-27  0.00000000E+00 -6.17617934E+00 -5.89407509E+00  0.00000000E+00
    1881  2.57773856E+00  6.64473617E+00  4.41525205E+01  6.66666654E-01  4.11443600E-27  0.00000000E+00 -6.17617937E+00 -5.89407514E+00  0.00000000E+00
    1891  2.57773753E+00  6.64473082E+00  4.41524494E+01  6.66666654E-01  4.07734830E-27  0.00000000E+00 -6.17617941E+00 -5.89407519E+00  0.00000000E+00
    1901  2.57773650E+00  6.64472553E+00  4.41523790E+01  6.66666654E-01  4.04076393E-27  0.00000000E+00 -6.17617944E+00 -5.89407525E+00  0.00000000E+00
    1911  2.57773549E+00  6.64472030E+00  4.41523095E+01  6.66666654E-01  4.00467299E-27  0.00000000E+00 -6.17617947E+00 -5.89407530E+00  0.00000000E+00
    1921  2.57773448E+00  6.64471513E+00  4.41522408E+01  6.66666654E-01  3.96906645E-27  0.00000000E+00 -6.17617950E+00 -5.89407535E+00  0.00000000E+00
    1931  2.57773349E+00  6.64471002E+00  4.41521729E+01  6.66666654E-01  3.93393512E-27  0.00000000E+00 -6.17617954E+00 -5.89407540E+00  0.00000000E+00
    1941  2.57773251E+00  6.64470497E+00  4.41521058E+01  6.66666654E-01  3.89926932E-27  0.00000000E+00 -6.17617957E+00 -5.89407545E+00  0.00000000E+00
    1951  2.57773155E+00  6.64469998E+00  4.41520394E+01  6.66666654E-01  3.86506062E-27  0.00000000E+00 -6.17617960E+00 -5.89407550E+00  0.00000000E+00
    1961  2.57773059E+00  6.64469505E+00  4.41519739E+01  6.66666655E-01  3.83130050E-27  0.00000000E+00 -6.17617963E+00 -5.89407555E+00  0.00000000E+00
    1971  2.57772964E+00  6.64469017E+00  4.41519091E+01  6.66666655E-01  3.79798034E-27  0.00000000E+00 -6.17617966E+00 -5.89407560E+00  0.00000000E+00
    1981  2.57772871E+00  6.64468535E+00  4.41518450E+01  6.66666655E-01  3.76509210E-27  0.00000000E+00 -6.17617970E+00 -5.89407564E+00  0.00000000E+00
    1991  2.57772778E+00  6.64468059E+00  4.41517817E+01  6.66666655E-01  3.73262768E-27  0.00000000E+00 -6.17617973E+00 -5.89407569E+00  0.00000000E+00
    2001  2.57772687E+00  6.64467588E+00  4.41517192E+01  6.66666655E-01  3.70057942E-27  0.00000000E+00 -6.17617976E+00 -5.89407574E+00  0.00000000E+00
    2011  2.57772597E+00  6.64467123E+00  4.41516573E+01  6.66666655E-01  3.66893987E-27  0.00000000E+00 -6.17617979E+00 -5.89407578E+00  0.00000000E+00
    2021  2.57772508E+00  6.64466663E+00  4.41515962E+01  6.66666655E-01  3.63770150E-27  0.00000000E+00 -6.17617982E+00 -5.89407583E+00  0.00000000E+00
    2031  2.57772420E+00  6.64466209E+00  4.41515358E+01  6.66666655E-01  3.60685680E-27  0.00000000E+00 -6.17617985E+00 -5.89407587E+00  0.00000000E+00
    2041  2.57772332E+00  6.64465760E+00  4.41514761E+01  6.66666655E-01  3.57639903E-27  0.00000000E+00 -6.17617988E+00 -5.89407592E+00  0.00000000E+00
    2051  2.57772246E+00  6.64465316E+00  4.41514171E+01  6.66666655E-01  3.54632101E-27  0.00000000E+00 -6.17617991E+00 -5.89407596E+00  0.00000000E+00
    2061  2.57772161E+00  6.64464877E+00  4.41513587E+01  6.66666656E-01  3.51661607E-27  0.00000000E+00 -6.17617994E+00 -5.89407601E+00  0.00000000E+00
    2071  2.57772077E+00  6.64464443E+00  4.41513011E+01  6.66666656E-01  3.48727780E-27  0.00000000E+00 -6.17617997E+00 -5.89407605E+00  0.00000000E+00
    2081  2.57771994E+00  6.64464015E+00  4.41512441E+01  6.66666656E-01  3.45829981E-27  0.00000000E+00 -6.17617999E+00 -5.89407609E+00  0.00000000E+00
    2091  2.57771912E+00  6.64463591E+00  4.41511878E+01  6.66666656E-01  3.42967546E-27  0.00000000E+00 -6.17618002E+00 -5.89407614E+00  0.00000000E+00
    2101  2.57771831E+00  6.64463172E+00  4.41511321E+01  6.66666656E-01  3.40139874E-27  0.00000000E+00 -6.17618005E+00 -5.89407618E+00  0.00000000E+00
    2111  2.57771750E+00  6.64462758E+00  4.41510771E+01  6.66666656E-01  3.37346392E-27  0.00000000E+00 -6.17618008E+00 -5.89407622E+00  0.00000000E+00
    2121  2.57771671E+00  6.64462349E+00  4.41510228E+01  6.66666656E-01  3.34586479E-27  0.00000000E+00 -6.17618011E+00 -5.89407626E+00  0.00000000E+00
    2131  2.57771593E+00  6.64461945E+00  4.41509690E+01  6.66666656E-01  3.31859560E-27  0.00000000E+00 -6.17618014E+00 -5.89407630E+00  0.00000000E+00
    2141  2.57771515E+00  6.64461546E+00  4.41509160E+01  6.66666656E-01  3.29165074E-27  0.00000000E+00 -6.17618016E+00 -5.89407634E+00  0.00000000E+00
    2151  2.57771439E+00  6.64461151E+00  4.41508635E+01  6.66666656E-01  3.26502462E-27  0.00000000E+00 -6.17618019E+00 -5.89407638E+00  0.00000000E+00
    2161  2.57771363E+00  6.64460761E+00  4.41508116E+01  6.66666656E-01  3.23871276E-27  0.00000000E+00 -6.17618022E+00 -5.89407642E+00  0.00000000E+00
    2171  2.57771288E+00  6.64460375E+00  4.41507604E+01  6.66666657E-01  3.21270870E-27  0.00000000E+00 -6.17618025E+00 -5.89407646E+00  0.00000000E+00
    2181  2.57771214E+00  6.64459994E+00  4.41507097E+01  6.66666657E-01  3.18700748E-27  0.00000000E+00 -6.17618027E+00 -5.89407650E+00  0.00000000E+00
    2191  2.57771141E+00  6.64459618E+00  4.41506597E+01  6.66666657E-01  3.16160460E-27  0.00000000E+00 -6.17618030E+00 -5.89407654E+00  0.00000000E+00
    2201  2.57771069E+00  6.64459245E+00  4.41506102E+01  6.66666657E-01  3.13649507E-27  0.00000000E+00 -6.17618033E+00 -5.89407657E+00  0.00000000E+00
    2211  2.57770998E+00  6.64458878E+00  4.41505613E+01  6.66666657E-01  3.11167370E-27  0.00000000E+00 -6.17618035E+00 -5.89407661E+00  0.00000000E+00
    2221  2.57770927E+00  6.64458514E+00  4.41505130E+01  6.66666657E-01  3.08713599E-27  0.00000000E+00 -6.17618038E+00 -5.89407665E+00  0.00000000E+00
    2231  2.57770858E+00  6.64458155E+00  4.41504653E+01  6.66666657E-01  3.06287746E-27  0.00000000E+00 -6.17618041E+00 -5.89407668E+00  0.00000000E+00
    2241  2.57770789E+00  6.64457801E+00  4.41504181E+01  6.66666657E-01  3.03889379E-27  0.00000000E+00 -6.17618043E+00 -5.89407672E+00  0.00000000E+00
    2251  2.57770721E+00  6.64457450E+00  4.41503715E+01  6.66666657E-01  3.01518007E-27  0.00000000E+00 -6.17618046E+00 -5.89407676E+00  0.00000000E+00
    2261  2.57770654E+00  6.64457103E+00  4.41503255E+01  6.66666657E-01  2.99173235E-27  0.00000000E+00 -6.17618048E+00 -5.89407679E+00  0.00000000E+00
    2271  2.57770587E+00  6.64456761E+00  4.41502800E+01  6.66666657E-01  2.96854660E-27  0.00000000E+00 -6.17618051E+00 -5.89407683E+00  0.00000000E+00
    2281  2.57770522E+00  6.64456423E+00  4.41502350E+01  6.66666657E-01  2.94561825E-27  0.00000000E+00 -6.17618054E+00 -5.89407686E+00  0.00000000E+00
    2291  2.57770457E+00  6.64456089E+00  4.41501906E+01  6.66666657E-01  2.92294341E-27  0.00000000E+00 -6.17618056E+00 -5.89407690E+00  0.00000000E+00
    2301  2.57770393E+00  6.64455759E+00  4.41501467E+01  6.66666658E-01  2.90051845E-27  0.00000000E+00 -6.17618059E+00 -5.89407693E+00  0.00000000E+00
    2311  2.57770330E+00  6.64455433E+00  4.41501034E+01  6.66666658E-01  2.87833898E-27  0.00000000E+00 -6.17618061E+00 -5.89407696E+00  0.00000000E+00
    2321  2.57770267E+00  6.64455110E+00  4.41500606E+01  6.66666658E-01  2.85640135E-27  0.00000000E+00 -6.17618064E+00 -5.89407700E+00  0.00000000E+00
    2331  2.57770205E+00  6.64454792E+00  4.41500182E+01  6.66666658E-01  2.83470197E-27  0.00000000E+00 -6.17618066E+00 -5.89407703E+00  0.00000000E+00
    2341  2.57770144E+00  6.64454477E+00  4.41499764E+01  6.66666658E-01  2.81323720E-27  0.00000000E+00 -6.17618069E+00 -5.89407706E+00  0.00000000E+00
    2351  2.57770084E+00  6.64454167E+00  4.41499351E+01  6.66666658E-01  2.79200366E-27  0.00000000E+00 -6.17618071E+00 -5.89407709E+00  0.00000000E+00
    2361  2.57770025E+00  6.64453860E+00  4.41498943E+01  6.66666658E-01  2.77099757E-27  0.00000000E+00 -6.17618073E+00 -5.89407713E+00  0.00000000E+00
    2371  2.57769966E+00  6.64453557E+00  4.41498540E+01  6.66666658E-01  2.75021501E-27  0.00000000E+00 -6.17618076E+00 -5.89407716E+00  0.00000000E+00
    2381  2.57769908E+00  6.64453257E+00  4.41498142E+01  6.66666658E-01  2.72965394E-27  0.00000000E+00 -6.17618078E+00 -5.89407719E+00  0.00000000E+00
    2391  2.57769850E+00  6.64452961E+00  4.41497749E+01  6.66666658E-01  2.70930988E-27  0.00000000E+00 -6.17618081E+00 -5.89407722E+00  0.00000000E+00
    2401  2.57769794E+00  6.64452669E+00  4.41497361E+01  6.66666658E-01  2.68918011E-27  0.00000000E+00 -6.17618083E+00 -5.89407725E+00  0.00000000E+00
    2411  2.57769738E+00  6.64452381E+00  4.41496977E+01  6.66666658E-01  2.66926161E-27  0.00000000E+00 -6.17618085E+00 -5.89407728E+00  0.00000000E+00
    2421  2.57769682E+00  6.64452096E+00  4.41496598E+01  6.66666658E-01  2.64955120E-27  0.00000000E+00 -6.17618088E+00 -5.89407731E+00  0.00000000E+00
    2431  2.57769628E+00  6.64451814E+00  4.41496224E+01  6.66666658E-01  2.63004575E-27  0.00000000E+00 -6.17618090E+00 -5.89407734E+00  0.00000000E+00
    2441  2.57769574E+00  6.64451536E+00  4.41495855E+01  6.66666658E-01  2.61074208E-27  0.00000000E+00 -6.17618093E+00 -5.89407737E+00  0.00000000E+00
    2451  2.57769521E+00  6.64451262E+00  4.41495490E+01  6.66666658E-01  2.59163799E-27  0.00000000E+00 -6.17618095E+00 -5.89407740E+00  0.00000000E+00
    2461  2.57769468E+00  6.64450991E+00  4.41495130E+01  6.66666659E-01  2.57272990E-27  0.00000000E+00 -6.17618097E+00 -5.89407743E+00  0.00000000E+00
    2471  2.57769416E+00  6.64450723E+00  4.41494774E+01  6.66666659E-01  2.55401540E-27  0.00000000E+00 -6.17618100E+00 -5.89407746E+00  0.00000000E+00
    2481  2.57769365E+00  6.64450459E+00  4.41494422E+01  6.66666659E-01  2.53549155E-27  0.00000000E+00 -6.17618102E+00 -5.89407748E+00  0.00000000E+00
    2491  2.57769314E+00  6.64450198E+00  4.41494076E+01  6.66666659E-01  2.51715552E-27  0.00000000E+00 -6.17618104E+00 -5.89407751E+00  0.00000000E+00
    2501  2.57769264E+00  6.64449940E+00  4.41493733E+01  6.66666659E-01  2.49900543E-27  0.00000000E+00 -6.17618106E+00 -5.89407754E+00  0.00000000E+00
    2511  2.57769215E+00  6.64449685E+00  4.41493395E+01  6.66666659E-01  2.48103799E-27  0.00000000E+00 -6.17618109E+00 -5.89407757E+00  0.00000000E+00
    2521  2.57769166E+00  6.64449434E+00  4.41493061E+01  6.66666659E-01  2.46325081E-27  0.00000000E+00 -6.17618111E+00 -5.89407759E+00  0.00000000E+00
    2531  2.57769118E+00  6.64449186E+00  4.41492731E+01  6.66666659E-01  2.44564170E-27  0.00000000E+00 -6.17618113E+00 -5.89407762E+00  0.00000000E+00
    2541  2.57769071E+00  6.64448941E+00  4.41492406E+01  6.66666659E-01  2.42820773E-27  0.00000000E+00 -6.17618115E+00 -5.89407765E+00  0.00000000E+00
    2551  2.57769024E+00  6.64448700E+00  4.41492085E+01  6.66666659E-01  2.41094690E-27  0.00000000E+00 -6.17618118E+00 -5.89407767E+00  0.00000000E+00
    2561  2.57768977E+00  6.64448461E+00  4.41491768E+01  6.66666659E-01  2.39385674E-27  0.00000000E+00 -6.17618120E+00 -5.89407770E+00  0.00000000E+00
    2571  2.57768932E+00  6.64448226E+00  4.41491455E+01  6.66666659E-01  2.37693487E-27  0.00000000E+00 -6.17618122E+00 -5.89407772E+00  0.00000000E+00
    2581  2.57768887E+00  6.64447993E+00  4.41491146E+01  6.66666659E-01  2.36017905E-27  0.00000000E+00 -6.17618124E+00 -5.89407775E+00  0.00000000E+00
    2591  2.57768842E+00  6.64447764E+00  4.41490841E+01  6.66666659E-01  2.34358723E-27  0.00000000E+00 -6.17618126E+00 -5.89407778E+00  0.00000000E+00
    2601  2.57768798E+00  6.64447538E+00  4.41490540E+01  6.66666659E-01  2.32715714E-27  0.00000000E+00 -6.17618129E+00 -5.89407780E+00  0.00000000E+00
    2611  2.57768755E+00  6.64447314E+00  4.41490243E+01  6.66666659E-01  2.31088691E-27  0.00000000E+00 -6.17618131E+00 -5.89407783E+00  0.00000000E+00
    2621  2.57768712E+00  6.64447094E+00  4.41489950E+01  6.66666659E-01  2.29477385E-27  0.00000000E+00 -6.17618133E+00 -5.89407785E+00  0.00000000E+00
    2631  2.57768670E+00  6.64446877E+00  4.41489661E+01  6.66666659E-01  2.27881576E-27  0.00000000E+00 -6.17618135E+00 -5.89407787E+00  0.00000000E+00
    2641  2.57768628E+00  6.64446662E+00  4.41489376E+01  6.66666660E-01  2.26301150E-27  0.00000000E+00 -6.17618137E+00 -5.89407790E+00  0.00000000E+00
    2651  2.57768587E+00  6.64446450E+00  4.41489095E+01  6.66666660E-01  2.24735861E-27  0.00000000E+00 -6.17618139E+00 -5.89407792E+00  0.00000000E+00
    2661  2.57768547E+00  6.64446241E+00  4.41488817E+01  6.66666660E-01  2.23185470E-27  0.00000000E+00 -6.17618142E+00 -5.89407794E+00  0.00000000E+00
    2671  2.57768507E+00  6.64446035E+00  4.41488543E+01  6.66666660E-01  2.21649851E-27  0.00000000E+00 -6.17618144E+00 -5.89407797E+00  0.00000000E+00
    2681  2.57768468E+00  6.64445832E+00  4.41488273E+01  6.66666660E-01  2.20128848E-27  0.00000000E+00 -6.17618146E+00 -5.89407799E+00  0.00000000E+00
    2691  2.57768429E+00  6.64445632E+00  4.41488007E+01  6.66666660E-01  2.18622176E-27  0.00000000E+00 -6.17618148E+00 -5.89407801E+00  0.00000000E+00
    2701  2.57768390E+00  6.64445434E+00  4.41487744E+01  6.66666660E-01  2.17129702E-27  0.00000000E+00 -6.17618150E+00 -5.89407804E+00  0.00000000E+00
    2711  2.57768352E+00  6.64445239E+00  4.41487485E+01  6.66666660E-01  2.15651259E-27  0.00000000E+00 -6.17618152E+00 -5.89407806E+00  0.00000000E+00
    2721  2.57768315E+00  6.64445047E+00  4.41487229E+01  6.66666660E-01  2.14186655E-27  0.00000000E+00 -6.17618154E+00 -5.89407808E+00  0.00000000E+00
    2731  2.57768278E+00  6.64444857E+00  4.41486977E+01  6.66666660E-01  2.12735704E-27  0.00000000E+00 -6.17618156E+00 -5.89407810E+00  0.00000000E+00
    2741  2.57768242E+00  6.64444670E+00  4.41486728E+01  6.66666660E-01  2.11298254E-27  0.00000000E+00 -6.17618158E+00 -5.89407812E+00  0.00000000E+00
    2751  2.57768206E+00  6.64444486E+00  4.41486483E+01  6.66666660E-01  2.09874171E-27  0.00000000E+00 -6.17618160E+00 -5.89407815E+00  0.00000000E+00
    2761  2.57768171E+00  6.64444304E+00  4.41486242E+01  6.66666660E-01  2.08463255E-27  0.00000000E+00 -6.17618162E+00 -5.89407817E+00  0.00000000E+00
    2771  2.57768136E+00  6.64444125E+00  4.41486003E+01  6.66666660E-01  2.07065350E-27  0.00000000E+00 -6.17618164E+00 -5.89407819E+00  0.00000000E+00
    2781  2.57768102E+00  6.64443948E+00  4.41485769E+01  6.66666660E-01  2.05680311E-27  0.00000000E+00 -6.17618166E+00 -5.89407821E+00  0.00000000E+00
    2791  2.57768068E+00  6.64443774E+00  4.41485537E+01  6.66666660E-01  2.04307957E-27  0.00000000E+00 -6.17618169E+00 -5.89407823E+00  0.00000000E+00
    2801  2.57768035E+00  6.64443602E+00  4.41485309E+01  6.66666660E-01  2.02948188E-27  0.00000000E+00 -6.17618171E+00 -5.89407825E+00  0.00000000E+00
    2811  2.57768002E+00  6.64443433E+00  4.41485084E+01  6.66666660E-01  2.01600803E-27  0.00000000E+00 -6.17618173E+00 -5.89407827E+00  0.00000000E+00
    2821  2.57767970E+00  6.64443266E+00  4.41484863E+01  6.66666660E-01  2.00265643E-27  0.00000000E+00 -6.17618175E+00 -5.89407829E+00  0.00000000E+00
    2831  2.57767938E+00  6.64443102E+00  4.41484644E+01  6.66666660E-01  1.98942592E-27  0.00000000E+00 -6.17618177E+00 -5.89407831E+00  0.00000000E+00
    2841  2.57767907E+00  6.64442940E+00  4.41484429E+01  6.66666660E-01  1.97631497E-27  0.00000000E+00 -6.17618179E+00 -5.89407833E+00  0.00000000E+00
    2851  2.57767876E+00  6.64442781E+00  4.41484217E+01  6.66666660E-01  1.96332224E-27  0.00000000E+00 -6.17618181E+00 -5.89407835E+00  0.00000000E+00
    2861  2.57767845E+00  6.64442624E+00  4.41484009E+01  6.66666661E-01  1.95044613E-27  0.00000000E+00 -6.17618183E+00 -5.89407837E+00  0.00000000E+00
    2871  2.57767815E+00  6.64442469E+00  4.41483803E+01  6.66666661E-01  1.93768601E-27  0.00000000E+00 -6.17618185E+00 -5.89407839E+00  0.00000000E+00
    2881  2.57767786E+00  6.64442317E+00  4.41483601E+01  6.66666661E-01  1.92503973E-27  0.00000000E+00 -6.17618186E+00 -5.89407841E+00  0.00000000E+00
    2891  2.57767757E+00  6.64442167E+00  4.41483401E+01  6.66666661E-01  1.91250601E-27  0.00000000E+00 -6.17618188E+00 -5.89407842E+00  0.00000000E+00
    2901  2.57767728E+00  6.64442019E+00  4.41483205E+01  6.66666661E-01  1.90008382E-27  0.00000000E+00 -6.17618190E+00 -5.89407844E+00  0.00000000E+00
    2911  2.57767700E+00  6.64441874E+00  4.41483011E+01  6.66666661E-01  1.88777215E-27  0.00000000E+00 -6.17618192E+00 -5.89407846E+00  0.00000000E+00
    2921  2.57767672E+00  6.64441731E+00  4.41482821E+01  6.66666661E-01  1.87556937E-27  0.00000000E+00 -6.17618194E+00 -5.89407848E+00  0.00000000E+00
    2931  2.57767645E+00  6.64441590E+00  4.41482634E+01  6.66666661E-01  1.86347426E-27  0.00000000E+00 -6.17618196E+00 -5.89407850E+00  0.00000000E+00
    2941  2.57767618E+00  6.64441451E+00  4.41482449E+01  6.66666661E-01  1.85148527E-27  0.00000000E+00 -6.17618198E+00 -5.89407851E+00  0.00000000E+00
    2951  2.57767591E+00  6.64441314E+00  4.41482268E+01  6.66666661E-01  1.83960198E-27  0.00000000E+00 -6.17618200E+00 -5.89407853E+00  0.00000000E+00
    2961  2.57767565E+00  6.64441180E+00  4.41482089E+01  6.66666661E-01  1.82782295E-27  0.00000000E+00 -6.17618202E+00 -5.89407855E+00  0.00000000E+00
    2971  2.57767540E+00  6.64441048E+00  4.41481913E+01  6.66666661E-01  1.81614705E-27  0.00000000E+00 -6.17618204E+00 -5.89407857E+00  0.00000000E+00
    2981  2.57767514E+00  6.64440918E+00  4.41481741E+01  6.66666661E-01  1.80457279E-27  0.00000000E+00 -6.17618206E+00 -5.89407858E+00  0.00000000E+00
    2991  2.57767490E+00  6.64440790E+00  4.41481571E+01  6.66666661E-01  1.79309923E-27  0.00000000E+00 -6.17618208E+00 -5.89407860E+00  0.00000000E+00
    3001  2.57767465E+00  6.64440664E+00  4.41481403E+01  6.66666661E-01  1.78172520E-27  0.00000000E+00 -6.17618210E+00 -5.89407862E+00  0.00000000E+00
    3011  2.57767441E+00  6.64440540E+00  4.41481239E+01  6.66666661E-01  1.77044965E-27  0.00000000E+00 -6.17618212E+00 -5.89407863E+00  0.00000000E+00
    3021  2.57767418E+00  6.64440418E+00  4.41481077E+01  6.66666661E-01  1.75927183E-27  0.00000000E+00 -6.17618213E+00 -5.89407865E+00  0.00000000E+00
    3031  2.57767394E+00  6.64440299E+00  4.41480918E+01  6.66666661E-01  1.74819023E-27  0.00000000E+00 -6.17618215E+00 -5.89407867E+00  0.00000000E+00
    3041  2.57767372E+00  6.64440181E+00  4.41480762E+01  6.66666661E-01  1.73720392E-27  0.00000000E+00 -6.17618217E+00 -5.89407868E+00  0.00000000E+00
    3051  2.57767349E+00  6.64440066E+00  4.41480608E+01  6.66666661E-01  1.72631182E-27  0.00000000E+00 -6.17618219E+00 -5.89407870E+00  0.00000000E+00
    3061  2.57767327E+00  6.64439952E+00  4.41480457E+01  6.66666661E-01  1.71551317E-27  0.00000000E+00 -6.17618221E+00 -5.89407871E+00  0.00000000E+00
    3071  2.57767305E+00  6.64439840E+00  4.41480309E+01  6.66666661E-01  1.70480676E-27  0.00000000E+00 -6.17618223E+00 -5.89407873E+00  0.00000000E+00
    3081  2.57767284E+00  6.64439731E+00  4.41480163E+01  6.66666661E-01  1.69419183E-27  0.00000000E+00 -6.17618225E+00 -5.89407874E+00  0.00000000E+00
    3091  2.57767263E+00  6.64439623E+00  4.41480020E+01  6.66666661E-01  1.68366723E-27  0.00000000E+00 -6.17618226E+00 -5.89407876E+00  0.00000000E+00
    3101  2.57767243E+00  6.64439517E+00  4.41479879E+01  6.66666661E-01  1.67323192E-27  0.00000000E+00 -6.17618228E+00 -5.89407877E+00  0.00000000E+00
    3111  2.57767223E+00  6.64439414E+00  4.41479741E+01  6.66666661E-01  1.66288539E-27  0.00000000E+00 -6.17618230E+00 -5.89407879E+00  0.00000000E+00
    3121  2.57767203E+00  6.64439312E+00  4.41479606E+01  6.66666661E-01  1.65262623E-27  0.00000000E+00 -6.17618232E+00 -5.89407880E+00  0.00000000E+00
    3131  2.57767184E+00  6.64439212E+00  4.41479473E+01  6.66666661E-01  1.64245378E-27  0.00000000E+00 -6.17618234E+00 -5.89407882E+00  0.00000000E+00
    3141  2.57767164E+00  6.64439113E+00  4.41479342E+01  6.66666662E-01  1.63236685E-27  0.00000000E+00 -6.17618236E+00 -5.89407883E+00  0.00000000E+00
    3151  2.57767146E+00  6.64439017E+00  4.41479214E+01  6.66666662E-01  1.62236504E-27  0.00000000E+00 -6.17618238E+00 -5.89407885E+00  0.00000000E+00
    3161  2.57767127E+00  6.64438923E+00  4.41479089E+01  6.66666662E-01  1.61244679E-27  0.00000000E+00 -6.17618239E+00 -5.89407886E+00  0.00000000E+00
    3171  2.57767110E+00  6.64438830E+00  4.41478965E+01  6.66666662E-01  1.60261161E-27  0.00000000E+00 -6.17618241E+00 -5.89407887E+00  0.00000000E+00
